timestamp,humidity,temperature
2026-07-30T18:53:09.676285,69.70,13.50
2026-07-30T18:53:24.682943,69.30,13.60
2026-07-30T18:53:39.689443,69.80,13.60
2026-07-30T18:53:54.696202,69.50,13.70
2026-07-30T18:54:09.702793,69.60,13.70
2026-07-30T18:54:24.709399,69.40,13.70
2026-07-30T18:54:39.716023,69.40,13.70
2026-07-30T18:54:54.722494,69.40,13.70
2026-07-30T18:55:09.728963,69.30,13.80
2026-07-30T18:55:24.735580,69.30,13.80
2026-07-30T18:55:39.742131,69.30,13.80
2026-07-30T18:55:54.748717,69.50,13.80
2026-07-30T18:56:09.755096,69.30,13.80
2026-07-30T18:56:24.761700,69.10,13.80
2026-07-30T18:56:39.768286,69.30,13.80
2026-07-30T18:56:54.774762,69.10,13.80
2026-07-30T18:57:09.781126,69.20,13.90
2026-07-30T18:57:24.787559,69.10,13.90
2026-07-30T18:57:39.794291,68.90,13.90
2026-07-30T18:57:54.800749,68.80,13.90
2026-07-30T18:58:09.807431,68.90,14.00
2026-07-30T18:58:24.813920,68.80,13.90
2026-07-30T18:58:39.820815,68.70,14.00
2026-07-30T18:58:54.827591,68.60,14.00
2026-07-30T18:59:09.834457,68.70,14.00
2026-07-30T18:59:24.841267,68.70,14.10
2026-07-30T18:59:39.847979,68.60,14.10
2026-07-30T18:59:54.854698,68.60,14.10
2026-07-30T19:00:09.861467,68.80,14.10
2026-07-30T19:00:24.868334,68.50,14.10
2026-07-30T19:00:39.875055,68.40,14.10
2026-07-30T19:00:54.881708,68.40,14.20
2026-07-30T19:01:09.888723,68.40,14.10
2026-07-30T19:01:24.895698,68.30,14.20
2026-07-30T19:01:39.902550,68.20,14.20
2026-07-30T19:01:54.909711,68.20,14.20
2026-07-30T19:02:09.915977,68.20,14.20
2026-07-30T19:02:24.922510,68.10,14.20
2026-07-30T19:02:39.929201,68.10,14.20
2026-07-30T19:02:54.935884,68.20,14.20
2026-07-30T19:03:09.942721,68.20,14.20
2026-07-30T19:03:24.949640,68.30,14.20
2026-07-30T19:03:39.956444,68.20,14.20
2026-07-30T19:03:54.963175,68.20,14.20
2026-07-30T19:04:09.970192,68.30,14.20
2026-07-30T19:04:24.977015,68.30,14.20
2026-07-30T19:04:39.983709,68.20,14.20
2026-07-30T19:04:54.990319,68.20,14.20
2026-07-30T19:05:09.997108,68.40,14.20
2026-07-30T19:05:25.003934,68.40,14.20
2026-07-30T19:05:40.010570,68.40,14.20
2026-07-30T19:05:55.017196,68.40,14.20
2026-07-30T19:06:10.023969,68.40,14.20
2026-07-30T19:06:25.030456,68.40,14.20
2026-07-30T19:06:40.037340,68.60,14.20
2026-07-30T19:06:55.044270,68.40,14.20
2026-07-30T19:07:10.051148,68.40,14.20
2026-07-30T19:07:25.057882,68.40,14.20
2026-07-30T19:07:40.064847,68.50,14.20
2026-07-30T19:07:55.071527,68.50,14.20
2026-07-30T19:08:10.078498,68.50,14.20
2026-07-30T19:08:25.085529,68.50,14.20
2026-07-30T19:08:40.092451,68.60,14.20
2026-07-30T19:08:55.099486,68.50,14.30
2026-07-30T19:09:10.106531,68.70,14.20
2026-07-30T19:09:25.113507,68.60,14.30
2026-07-30T19:09:40.120463,68.60,14.30
